cm-1,mV,cm-1,mV,cm-1,mV,cm-1,mV,cm-1,mV
1306,0.017040798,1306,0.117298216,1306,0.138318643,1306,0.150064915,1306,0.020729544
1304,0.017198838,1304,0.121158049,1304,0.141656905,1304,0.152868748,1304,0.021395752
1302,0.017248981,1302,0.122630432,1302,0.143552274,1302,0.15489006,1302,0.021931766
1300,0.016847925,1300,0.119885437,1300,0.141496018,1300,0.152134731,1300,0.021379666
1298,0.017714707,1298,0.124562055,1298,0.147143036,1298,0.157774776,1298,0.022266576
1296,0.018096263,1296,0.128343195,1296,0.152628064,1296,0.164686427,1296,0.022736171
1294,0.017720537,1294,0.127403408,1294,0.151204512,1294,0.162150308,1294,0.022537228
1292,0.017289512,1292,0.125560731,1292,0.149681762,1292,0.159582689,1292,0.022039365
1290,0.017697772,1290,0.128800243,1290,0.151918367,1290,0.161940873,1290,0.021876534
1288,0.017735425,1288,0.127785102,1288,0.153159276,1288,0.164224759,1288,0.02210908
1286,0.017578585,1286,0.129855439,1286,0.154947951,1286,0.164499581,1286,0.021697488
1284,0.017526569,1284,0.12873812,1284,0.155700341,1284,0.164057687,1284,0.02145184
1282,0.017341748,1282,0.129050314,1282,0.153557464,1282,0.162722141,1282,0.0216967
1280,0.017978914,1280,0.134330228,1280,0.160844192,1280,0.168405607,1280,0.021889523
1278,0.018539889,1278,0.138234913,1278,0.167715713,1278,0.176370636,1278,0.022585146
1276,0.018554531,1276,0.142796636,1276,0.172436848,1276,0.179684326,1276,0.02301172
1274,0.018401152,1274,0.139614061,1274,0.174681544,1274,0.177554116,1274,0.02322904
1272,0.019402022,1272,0.146998733,1272,0.183476552,1272,0.186623827,1272,0.023566106
1270,0.020399593,1270,0.151480123,1270,0.192114338,1270,0.191107273,1270,0.024115812
1268,0.021050779,1268,0.158287883,1268,0.199879333,1268,0.19720076,1268,0.025229972
1266,0.022345915,1266,0.167631552,1266,0.207951114,1266,0.204484865,1266,0.02665988
1264,0.023525221,1264,0.176484838,1264,0.217279866,1264,0.215563625,1264,0.028396962
1262,0.024447294,1262,0.183766022,1262,0.227783889,1262,0.221935079,1262,0.029542632
1260,0.023938898,1260,0.182154849,1260,0.231180489,1260,0.224401787,1260,0.029306125
1258,0.021803623,1258,0.175309598,1258,0.225361913,1258,0.211537614,1258,0.027298409
1256,0.020990459,1256,0.168701887,1256,0.215788245,1256,0.203064367,1256,0.02565472
1254,0.019385664,1254,0.158776969,1254,0.199841112,1254,0.189556673,1254,0.023916235
1252,0.017688051,1252,0.147402495,1252,0.18804051,1252,0.176534176,1252,0.022509307
1250,0.016914278,1250,0.138983414,1250,0.181173101,1250,0.171316981,1250,0.022041826
1248,0.01658137,1248,0.136212647,1248,0.176577687,1248,0.164830014,1248,0.020945255
1246,0.01592922,1246,0.127648383,1246,0.169385239,1246,0.16038835,1246,0.020274116
1244,0.015283662,1244,0.124236748,1244,0.165482804,1244,0.154789835,1244,0.019290244
1242,0.015199145,1242,0.123044714,1242,0.164967403,1242,0.153928101,1242,0.019774107
1240,0.01442751,1240,0.122350857,1240,0.167554408,1240,0.151716232,1240,0.019211374
1238,0.014456305,1238,0.120962545,1238,0.166964591,1238,0.149270222,1238,0.019371076
1236,0.01449128,1236,0.120979264,1236,0.168845102,1236,0.149909854,1236,0.019282732
1234,0.014636393,1234,0.119302109,1234,0.171116814,1234,0.149796814,1234,0.019661497
1232,0.014832939,1232,0.12087062,1232,0.17577526,1232,0.150984317,1232,0.019860839
1230,0.0147218,1230,0.119886212,1230,0.177818909,1230,0.149667546,1230,0.01942249
1228,0.01446286,1228,0.122437753,1228,0.180513516,1228,0.150888771,1228,0.019757448
1226,0.014848866,1226,0.125180274,1226,0.187216699,1226,0.15493013,1226,0.019980296
1224,0.014727473,1224,0.12479201,1224,0.185870856,1224,0.15309757,1224,0.020131299
1222,0.015364462,1222,0.127134979,1222,0.189816937,1222,0.15411599,1222,0.020909838
1220,0.01588871,1220,0.129239783,1220,0.197592244,1220,0.157537565,1220,0.021263985
1218,0.015801905,1218,0.131124794,1218,0.202207044,1218,0.158935457,1218,0.02140283
1216,0.01617793,1216,0.130810812,1216,0.202230766,1216,0.159872293,1216,0.02119668
1214,0.016287675,1214,0.13394995,1214,0.209987864,1214,0.161451429,1214,0.021695005
1212,0.01720209,1212,0.138392523,1212,0.222053528,1212,0.167111576,1212,0.022632034
1210,0.031720523,1210,0.20705089,1210,0.18040587,1210,0.208847642,1210,0.040807281
1208,0.028516041,1208,0.24325408,1208,0.250338584,1208,0.270468503,1208,0.042675171
1206,0.027933219,1206,0.238857061,1206,0.28048715,1206,0.268518955,1206,0.041813772
1204,0.027299976,1204,0.236713812,1204,0.291041583,1204,0.272536099,1204,0.041908044
1202,0.027726743,1202,0.240253627,1202,0.293243051,1202,0.275662988,1202,0.042420864
1200,0.027783094,1200,0.24194029,1200,0.302100927,1200,0.277337193,1200,0.043172773
1198,0.028911259,1198,0.250310689,1198,0.31305027,1198,0.287514269,1198,0.044828169
1196,0.029590618,1196,0.252413869,1196,0.321163684,1196,0.291925192,1196,0.045619261
1194,0.029826226,1194,0.251325756,1194,0.323786885,1194,0.290232122,1194,0.045818578
1192,0.029626628,1192,0.251552522,1192,0.319841921,1192,0.28473106,1192,0.045598101
1190,0.029870138,1190,0.246437892,1190,0.314384252,1190,0.28301689,1190,0.045320813
1188,0.029540235,1188,0.24319303,1188,0.31293112,1188,0.281795025,1188,0.045740984
1186,0.03027102,1186,0.246911585,1186,0.320671767,1186,0.288473874,1186,0.046908397
1184,0.030524844,1184,0.248467654,1184,0.322663128,1184,0.291769117,1184,0.047797631
1182,0.03182821,1182,0.254561871,1182,0.330689549,1182,0.296691447,1182,0.049028758
1180,0.033003226,1180,0.25698337,1180,0.336023629,1180,0.300971299,1180,0.05037272
1178,0.033941202,1178,0.258503169,1178,0.343007654,1178,0.305763513,1178,0.051729821
1176,0.03418383,1176,0.255975693,1176,0.338567108,1176,0.300494462,1176,0.051601186
1174,0.034590364,1174,0.25532189,1174,0.336001307,1174,0.296473235,1174,0.05231462
1172,0.035497047,1172,0.252676696,1172,0.333095908,1172,0.293964505,1172,0.05283751
1170,0.03561566,1170,0.251098096,1170,0.330734819,1170,0.292818308,1170,0.052605331
1168,0.036433417,1168,0.24959296,1168,0.32875967,1168,0.29126361,1168,0.052974466
1166,0.035886936,1166,0.24637568,1166,0.327846825,1166,0.285518318,1166,0.053287171
1164,0.036132544,1164,0.240196794,1164,0.324701488,1164,0.281091869,1164,0.053379219
1162,0.037292704,1162,0.245283172,1162,0.325496942,1162,0.287642121,1162,0.053888556
1160,0.038093466,1160,0.244245127,1160,0.325506985,1160,0.287239671,1160,0.054308388
1158,0.037713833,1158,0.238528326,1158,0.319932818,1158,0.276446044,1158,0.054186098
1156,0.038740054,1156,0.23606725,1156,0.319443822,1156,0.273388296,1156,0.054184653
1154,0.039031319,1154,0.229952708,1154,0.315921754,1154,0.270147055,1154,0.054733679
1152,0.039365508,1152,0.229410246,1152,0.320823222,1152,0.269142836,1152,0.054250058
1150,0.040411521,1150,0.226997957,1150,0.324087709,1150,0.270975918,1150,0.053059381
1148,0.04043835,1148,0.218807861,1148,0.322307885,1148,0.267035484,1148,0.051544808
1146,0.040905334,1146,0.212558866,1146,0.324994951,1146,0.267220587,1146,0.051594734
1144,0.041311126,1144,0.20583874,1144,0.322602332,1144,0.259069175,1144,0.050144959
1142,0.043164823,1142,0.211535931,1142,0.335558355,1142,0.267892301,1142,0.052857459
1140,0.043867845,1140,0.210172564,1140,0.342182428,1140,0.268107384,1140,0.052644264
1138,0.04542901,1138,0.212672085,1138,0.351932168,1138,0.276047051,1138,0.054244939
1136,0.045679923,1136,0.210739851,1136,0.356783181,1136,0.280412436,1136,0.055381067
1134,0.047679413,1134,0.215139523,1134,0.368288934,1134,0.287495703,1134,0.05812129
1132,0.047760081,1132,0.215381265,1132,0.375371218,1132,0.289089233,1132,0.058538329
1130,0.048600774,1130,0.2147239,1130,0.382297456,1130,0.29346472,1130,0.058025863
1128,0.049648777,1128,0.214924917,1128,0.39706704,1128,0.296806037,1128,0.059311282
1126,0.051651351,1126,0.224537164,1126,0.422591358,1126,0.308746427,1126,0.061880022
1124,0.053333629,1124,0.237556145,1124,0.440456212,1124,0.320881188,1124,0.063631445
1122,0.055303104,1122,0.24893795,1122,0.44923234,1122,0.329757959,1122,0.065848619
1120,0.056351621,1120,0.255737573,1120,0.452101439,1120,0.337812066,1120,0.066791207
1118,0.057262715,1118,0.271076798,1118,0.462918848,1118,0.351093084,1118,0.065355532
1116,0.057532057,1116,0.286981821,1116,0.470272183,1116,0.369321108,1116,0.067476228
1114,0.05923979,1114,0.307820916,1114,0.445029229,1114,0.385247618,1114,0.069174133
1112,0.059157845,1112,0.319979936,1112,0.321792513,1112,0.340070575,1112,0.067543142
1110,0.061676115,1110,0.334461421,1110,0.288417667,1110,0.28179273,1110,0.071154848
1108,0.064024493,1108,0.325691134,1108,0.253960162,1108,0.241193101,1108,0.073564492
1106,0.065165773,1106,0.249767601,1106,0.224146143,1106,0.21887368,1106,0.072954506
1104,0.065334328,1104,0.217153177,1104,0.203276068,1104,0.201056346,1104,0.076444522
1102,0.06516932,1102,0.202374488,1102,0.20564872,1102,0.190080643,1102,0.07753446
1100,0.064438567,1100,0.191055715,1100,0.209015325,1100,0.179748014,1100,0.078008726
1098,0.064360157,1098,0.182495773,1098,0.212514028,1098,0.172357231,1098,0.080975488
1096,0.064790413,1096,0.177759945,1096,0.215826139,1096,0.166984096,1096,0.082096152
1094,0.065432668,1094,0.174879819,1094,0.221056506,1094,0.166284695,1094,0.08407037
1092,0.064887576,1092,0.169738159,1092,0.221487731,1092,0.164911464,1092,0.084582031
1090,0.065027207,1090,0.169914976,1090,0.224215969,1090,0.166304842,1090,0.084690861
1088,0.06374155,1088,0.167870536,1088,0.222904712,1088,0.164641485,1088,0.083844386
1086,0.063522689,1086,0.168154329,1086,0.223626599,1086,0.165437981,1086,0.082371064
1084,0.064879149,1084,0.172631443,1084,0.231251389,1084,0.169769272,1084,0.081549577
1082,0.063584894,1082,0.172261551,1082,0.230566546,1082,0.169282675,1082,0.082050361
1080,0.062937886,1080,0.171842888,1080,0.231963754,1080,0.168903157,1080,0.079536252
1078,0.063456804,1078,0.176255092,1078,0.239474282,1078,0.173352882,1078,0.077874035
1076,0.062269617,1076,0.175271615,1076,0.239488155,1076,0.172540024,1076,0.078531452
1074,0.061653163,1074,0.176560357,1074,0.241863623,1074,0.173639879,1074,0.077953421
1072,0.062062267,1072,0.179634094,1072,0.246600732,1072,0.176322088,1072,0.076913111
1070,0.061765779,1070,0.181564942,1070,0.249419779,1070,0.177421764,1070,0.077054255
1068,0.059696205,1068,0.17801176,1068,0.243636772,1068,0.172804475,1068,0.073064223
1066,0.057799272,1066,0.175416321,1066,0.241266325,1066,0.171150878,1066,0.071885921
1064,0.059737261,1064,0.183036298,1064,0.251257896,1064,0.179023221,1064,0.073699452
1062,0.059408143,1062,0.185904011,1062,0.25409615,1062,0.182442501,1062,0.073177867
1060,0.059099056,1060,0.185547769,1060,0.252281189,1060,0.182089716,1060,0.074369565
1058,0.057685737,1058,0.185405612,1058,0.251319349,1058,0.181188047,1058,0.072569005
1056,0.058278427,1056,0.189580828,1056,0.256903917,1056,0.183695316,1056,0.073699124
1054,0.057822391,1054,0.191212684,1054,0.257106006,1054,0.183505759,1054,0.074139297
1052,0.058834516,1052,0.196823642,1052,0.263047069,1052,0.187148824,1052,0.071483128
1050,0.058187217,1050,0.199195683,1050,0.265496612,1050,0.187662065,1050,0.073827885
1048,0.057232805,1048,0.198562071,1048,0.264214456,1048,0.185671166,1048,0.073368646
1046,0.057913546,1046,0.201311082,1046,0.268591523,1046,0.187502861,1046,0.073609836
1044,0.058258094,1044,0.202274323,1044,0.270181268,1044,0.188551068,1044,0.073128536
1042,0.058761626,1042,0.206476405,1042,0.276688069,1042,0.192737356,1042,0.073115423
1040,0.058106214,1040,0.20674096,1040,0.276775509,1040,0.192683399,1040,0.071152598
1038,0.058821522,1038,0.209373623,1038,0.276498377,1038,0.194125712,1038,0.071016401
1036,0.058907744,1036,0.211716831,1036,0.275134325,1036,0.195504233,1036,0.071801737
1034,0.059133045,1034,0.211178616,1034,0.271533251,1034,0.194972292,1034,0.068649553
1032,0.058974423,1032,0.212728024,1032,0.269968361,1032,0.195916608,1032,0.069971971
1030,0.059119355,1030,0.211999968,1030,0.266863972,1030,0.195559338,1030,0.068543829
1028,0.058973458,1028,0.214699566,1028,0.268228769,1028,0.197548941,1028,0.070528127
1026,0.059125684,1026,0.213068962,1026,0.264947236,1026,0.196753472,1026,0.069602251
1024,0.059105806,1024,0.213288754,1024,0.263714522,1024,0.196567148,1024,0.068508796
1022,0.057218745,1022,0.208199784,1022,0.256736636,1022,0.192680061,1022,0.067777768
1020,0.057113994,1020,0.204808906,1020,0.252682179,1020,0.190018982,1020,0.066198148
1018,0.057069801,1018,0.203895554,1018,0.251731694,1018,0.190772802,1018,0.065577529
1016,0.058170177,1016,0.202459872,1016,0.249400213,1016,0.190915003,1016,0.066891976
1014,0.056920238,1014,0.196597978,1014,0.24110581,1014,0.18734014,1014,0.063976288
1012,0.055891719,1012,0.191402316,1012,0.233436823,1012,0.184413359,1012,0.063825503
1010,0.055157386,1010,0.183719873,1010,0.223342597,1010,0.179063499,1010,0.063300915
1008,0.053922024,1008,0.17425935,1008,0.212013364,1008,0.173313916,1008,0.061207332
1006,0.052380491,1006,0.164546087,1006,0.19984521,1006,0.166386843,1006,0.060057797
1004,0.049949925,1004,0.152025342,1004,0.184787989,1004,0.157434657,1004,0.05681942
1002,0.047312319,1002,0.141599596,1002,0.17155841,1002,0.149121284,1002,0.054537695
1000,0.045168117,1000,0.132261768,1000,0.159862936,1000,0.141926527,1000,0.052940555
998,0.044080708,998,0.125228584,998,0.150870368,998,0.136700839,998,0.051659428
996,0.043144472,996,0.12265671,996,0.146861658,996,0.135169134,996,0.051483694
994,0.041440949,994,0.114882626,994,0.137298524,994,0.127792984,994,0.048024703
992,0.041109517,992,0.111548871,992,0.1330356,992,0.125606209,992,0.048565168
990,0.044506498,990,0.099381328,990,0.119235516,990,0.115823537,990,0.052342847
988,0.036309779,988,0.088297009,988,0.105260782,988,0.09971714,988,0.042898782
986,0.035328161,986,0.088767797,986,0.105026677,986,0.101524539,986,0.042479735
984,0.035822581,984,0.08586596,984,0.102763988,984,0.098946393,984,0.041163154
982,0.034646906,982,0.084872499,982,0.100844264,982,0.098268367,982,0.041142091
980,0.035233393,980,0.085432857,980,0.102383316,980,0.099829607,980,0.042517692
978,0.035303067,978,0.084330909,978,0.100921981,978,0.098027587,978,0.042819597
976,0.034623753,976,0.08363428,976,0.100037053,976,0.097295396,976,0.042218428
974,0.034370627,974,0.081508428,974,0.097255215,974,0.095012069,974,0.040671129
972,0.034216572,972,0.080929056,972,0.096652828,972,0.095756255,972,0.04023768
970,0.033461809,970,0.080578052,970,0.096667804,970,0.094864555,970,0.039969128
968,0.033440817,968,0.078935012,968,0.094454676,968,0.093099818,968,0.040000711
966,0.032629818,966,0.077253677,966,0.092480287,966,0.090737209,966,0.039716121
964,0.033527795,964,0.078828976,964,0.094460659,964,0.092810005,964,0.039588302
962,0.033693887,962,0.079611383,962,0.09585999,962,0.094052471,962,0.040859122
960,0.03355635,960,0.076973513,960,0.092058577,960,0.090861596,960,0.038949788
958,0.031214645,958,0.07400126,958,0.08857324,958,0.087240949,958,0.037566066
956,0.032373395,956,0.074175626,956,0.088349327,956,0.086672567,956,0.037612054
954,0.031465303,954,0.072747231,954,0.087365597,954,0.086323515,954,0.036951147
952,0.032209169,952,0.075004295,952,0.089334771,952,0.088045143,952,0.037011176
950,0.033192825,950,0.078084216,950,0.092939042,950,0.091163039,950,0.038815118
948,0.033377253,948,0.077690281,948,0.093473315,948,0.090975858,948,0.038424887
946,0.032397173,946,0.077158123,946,0.093007751,946,0.090345688,946,0.038405024
944,0.032301947,944,0.076832466,944,0.091738723,944,0.089716956,944,0.038326725
942,0.032624669,942,0.078212462,942,0.093094781,942,0.091338456,942,0.038096763
940,0.03264188,940,0.078282379,940,0.092291452,940,0.091151677,940,0.038149878
938,0.031764239,938,0.075383708,938,0.089937031,938,0.089008331,938,0.036465425
936,0.031987149,936,0.075530864,936,0.090925619,936,0.088990502,936,0.036837481
934,0.031756811,934,0.075611979,934,0.090511046,934,0.088500924,934,0.036740258
932,0.031965613,932,0.077395134,932,0.091387808,932,0.089390941,932,0.036889967
930,0.032595422,930,0.079053976,930,0.09440688,930,0.091992825,930,0.037401322
928,0.032954998,928,0.079635233,928,0.095274195,928,0.09287113,928,0.038329482
926,0.032539107,926,0.079021744,926,0.095550656,926,0.09274587,926,0.037812144
924,0.033056285,924,0.077585131,924,0.092998371,924,0.090144783,924,0.037096791
922,0.032178342,922,0.077766001,922,0.093491703,922,0.091102526,922,0.037128281
920,0.032528743,920,0.079840772,920,0.09541747,920,0.093310803,920,0.038087744
918,0.0330057,918,0.079418905,918,0.096346244,918,0.092712894,918,0.036663566
916,0.03199295,916,0.078846261,916,0.094775312,916,0.090976603,916,0.036669414
914,0.031275805,914,0.077855557,914,0.094221324,914,0.090872392,914,0.036135308
912,0.032042932,912,0.080175526,912,0.096369959,912,0.092109606,912,0.036991756
910,0.032583572,910,0.080520146,910,0.096710324,910,0.093347438,910,0.036575481
908,0.032787077,908,0.081009477,908,0.097214803,908,0.093690038,908,0.036334537
906,0.033029553,906,0.080733888,906,0.098229781,906,0.093135916,906,0.036351766
904,0.032271564,904,0.078903116,904,0.096357092,904,0.091137625,904,0.035900485
902,0.031959042,902,0.079110041,902,0.095643245,902,0.090776213,902,0.035732716
900,0.031545017,900,0.077850357,900,0.094992943,900,0.089679927,900,0.035422739
898,0.030907976,898,0.076386184,898,0.093103878,898,0.088206857,898,0.034275655
896,0.030355759,896,0.076496586,896,0.091428496,896,0.086815901,896,0.034183268
894,0.030424878,894,0.076874346,894,0.092113219,894,0.086555004,894,0.034325667
892,0.029499156,892,0.073049992,892,0.088544741,892,0.083699688,892,0.032841817
890,0.029603008,890,0.072713464,890,0.088493116,890,0.083013885,890,0.032414947
888,0.029625358,888,0.075468525,888,0.090852201,888,0.085685231,888,0.033674937
886,0.029959887,886,0.07701382,886,0.0943157,886,0.087576367,886,0.03417144
884,0.031004265,884,0.078793816,884,0.095976569,884,0.089825489,884,0.034547292
882,0.030777674,882,0.077895977,882,0.094080865,882,0.088063009,882,0.033876784
880,0.030564325,880,0.077328525,880,0.093330123,880,0.086999774,880,0.033679511
878,0.029355794,878,0.07576257,878,0.090732984,878,0.084354088,878,0.032189704
876,0.029812055,876,0.074788518,876,0.090484604,876,0.084074944,876,0.032219276
874,0.030024985,874,0.075956017,874,0.092173368,874,0.086116165,874,0.033069134
872,0.030038012,872,0.074928038,872,0.090808362,872,0.083669782,872,0.031367816
870,0.029845295,870,0.076244347,870,0.091795482,870,0.08564052,870,0.032972686
868,0.029867042,868,0.075356402,868,0.089794517,868,0.083034642,868,0.03272808
866,0.029683711,866,0.074458912,866,0.089414284,866,0.082818314,866,0.031512018
864,0.02829014,864,0.073560953,864,0.088852517,864,0.08085794,864,0.030985689
862,0.028008815,862,0.073471025,862,0.088503614,862,0.08032196,862,0.03092972
860,0.028421421,860,0.073043816,860,0.088095278,860,0.080684684,860,0.031773422
858,0.028037347,858,0.074092515,858,0.087939344,858,0.079566099,858,0.030940561
856,0.027789665,856,0.073012613,856,0.088896006,856,0.080163732,856,0.030308492
854,0.028193129,854,0.071468383,854,0.087679707,854,0.078386739,854,0.029380443
852,0.027990535,852,0.071254499,852,0.086938664,852,0.07912226,852,0.029987795
850,0.026210487,850,0.071594529,850,0.086274408,850,0.076994494,850,0.029933847
848,0.027439162,848,0.0729791,848,0.087827608,848,0.078588799,848,0.030032609
846,0.027101759,846,0.068603575,846,0.083021656,846,0.074042544,846,0.028169218
844,0.025237005,844,0.066643633,844,0.080581158,844,0.072011009,844,0.02708571
842,0.025033299,842,0.06353648,842,0.076498128,842,0.068431117,842,0.026771292
840,0.02436444,840,0.061895452,840,0.073839113,840,0.067062162,840,0.025516918
838,0.022162374,838,0.058638591,838,0.070503354,838,0.063381061,838,0.024419058
836,0.021841049,836,0.056523718,836,0.068313554,836,0.061295491,836,0.02329669
834,0.021770837,834,0.055417668,834,0.065576881,834,0.059148215,834,0.022559347
832,0.021385495,832,0.053692706,832,0.06386742,832,0.057204731,832,0.022817381
830,0.02129041,830,0.052869894,830,0.063782744,830,0.05716756,830,0.022967085
828,0.020590466,828,0.053628385,828,0.062788621,828,0.056728471,828,0.022143912
826,0.02030452,826,0.053415924,826,0.063570164,826,0.055686008,826,0.021040086
824,0.01960223,824,0.055017062,824,0.066535242,824,0.057220422,824,0.022773247
822,0.021006444,822,0.055090982,822,0.066172205,822,0.057092912,822,0.02265705
820,0.020408381,820,0.056242328,820,0.066852108,820,0.057303153,820,0.022706846
818,0.020372976,818,0.054807998,818,0.067384951,818,0.057013698,818,0.021099051
816,0.019692704,816,0.054183953,816,0.065089017,816,0.053473424,816,0.021049749
814,0.018463038,814,0.05286796,814,0.062334042,814,0.052795809,814,0.019975977
812,0.018277789,812,0.050779779,812,0.060503297,812,0.052184366,812,0.019087926
810,0.017178105,810,0.05040849,810,0.059344191,810,0.049434956,810,0.018096648
808,0.016656276,808,0.048092283,808,0.058046669,808,0.048947595,808,0.01725206
806,0.017173726,806,0.046673696,806,0.056520771,806,0.04724095,806,0.016651614
804,0.01558961,804,0.044245902,804,0.052275591,804,0.043681055,804,0.014801033
802,0.015323061,802,0.043495618,802,0.049897932,802,0.042205065,802,0.015179912
800,0.014201527,800,0.038525138,800,0.045135286,800,0.038958497,800,0.013314324